PAT0001|张三|女|19|13800000001|110101198101010001|门诊
PAT0002|张三|男|20|13800000002|110101198201010002|门诊
PAT0003|李四|女|21|13800000003|110101198301010003|门诊
PAT0004|患者004|男|22|13800000004|110101198401010004|门诊
PAT0005|患者005|女|23|13800000005|110101198501010005|门诊
PAT0006|患者006|男|24|13800000006|110101198601010006|门诊
PAT0007|患者007|女|25|13800000007|110101198701010007|门诊
PAT0008|患者008|男|26|13800000008|110101198801010008|门诊
PAT0009|患者009|女|27|13800000009|110101198901010009|门诊
PAT0010|患者010|男|28|13800000010|110101199001010010|门诊
PAT0011|患者011|女|29|13800000011|110101199101010011|门诊
PAT0012|患者012|男|30|13800000012|110101199201010012|门诊
PAT0013|患者013|女|31|13800000013|110101199301010013|门诊
PAT0014|患者014|男|32|13800000014|110101199401010014|门诊
PAT0015|患者015|女|33|13800000015|110101199501010015|门诊
PAT0016|患者016|男|34|13800000016|110101199601010016|门诊
PAT0017|患者017|女|35|13800000017|110101199701010017|门诊
PAT0018|患者018|男|36|13800000018|110101199801010018|门诊
PAT0019|患者019|女|37|13800000019|110101199901010019|门诊
PAT0020|患者020|男|38|13800000020|110101200001010020|门诊
PAT0021|患者021|女|39|13800000021|110101200101010021|门诊
PAT0022|患者022|男|40|13800000022|110101200201010022|门诊
PAT0023|患者023|女|41|13800000023|110101200301010023|门诊
PAT0024|患者024|男|42|13800000024|110101200401010024|门诊
PAT0025|患者025|女|43|13800000025|110101200501010025|门诊
PAT0026|患者026|男|44|13800000026|110101200601010026|门诊
PAT0027|患者027|女|45|13800000027|110101200701010027|门诊
PAT0028|患者028|男|46|13800000028|110101200801010028|门诊
PAT0029|患者029|女|47|13800000029|110101200901010029|门诊
PAT0030|患者030|男|48|13800000030|110101198001010030|门诊
